CVE ID,Framework/Tool,Affected Versions,Type of Attack,Description,Severity Score,Source of CVE,Relevant Phase,Attack Vector,Mitigation,Source of Mitigation,Extracted Version
CVE-2006-5351,vector db,Unknown (Needs Research),Cross-Site Scripting (XSS),"Multiple cross-site scripting (XSS) vulnerabilities in Oracle Application Express (APEX) component, affecting versions up to 2.0, allowing remote attackers to execute arbitrary scripts.",9.0,NVD,Development,Unknown,Implement proper input sanitization and escape user inputs in Oracle APEX applications. Update to the latest version of Oracle APEX to mitigate known XSS vulnerabilities.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",
CVE-2007-1052,vector db,Unknown (Needs Research),PHP Remote File Inclusion,"Remote file inclusion vulnerability in PBLang 4.60 and earlier, allowing attackers to execute arbitrary PHP code via the dbpath parameter.",10.0,NVD,Development,Unknown,Validate and sanitize input for dbpath parameter. Disable allow_url_fopen in PHP settings and upgrade to the latest version of PBLang.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",
CVE-2006-7048,vector db,< 1.7.5,PHP Remote File Inclusion,"Multiple remote file inclusion vulnerabilities in Claroline 1.7.5, allowing attackers to execute arbitrary PHP code via the clarolineRepositorySys parameter in various include files.",7.5,NVD,Development,Unknown,Apply patches for Claroline and validate/sanitize input for the clarolineRepositorySys parameter. Disable remote file inclusion settings in PHP configuration.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",1.7.5
CVE-2007-2064,vector db,< 1.1.0,PHP Remote File Inclusion,"Remote file inclusion vulnerabilities in Robert Ladstaetter ActionPoll 1.1.0, allowing attackers to execute arbitrary PHP code via the CONFIG_POLLDB and CONFIG_DB parameters.",7.5,NVD,Development,Unknown,Implement input sanitization for configuration parameters. Disable allow_url_include in PHP settings and apply patches for Robert Ladstaetter ActionPoll.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",1.1.0
CVE-2007-2065,vector db,< 1.1.1,PHP Remote File Inclusion,"Remote file inclusion vulnerability in Robert Ladstaetter ActionPoll 1.1.1, allowing arbitrary PHP code execution via the CONFIG_DATAREADERWRITER parameter.",7.5,NVD,Development,Unknown,Apply the latest security patches for ActionPoll and ensure all configuration parameters are validated and sanitized. Disable remote file inclusion in PHP configuration.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",1.1.1
CVE-2007-4272,vector db,<8,Privilege Escalation,"Multiple vulnerabilities in IBM DB2 UDB 8 and 9.1, allowing local users to gain unauthorized privileges or create arbitrary files via various vectors, such as /etc/ld.so.preload and cron data file locations.",1.9,NVD,Operation,User Privileges,Apply patches from IBM DB2 and restrict local user access to sensitive system files such as /etc/ld.so.preload. Regularly audit file permissions and cron jobs for unauthorized modifications.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",
CVE-2007-4275,vector db,Unknown (Needs Research),Privilege Escalation,"Multiple untrusted search path vulnerabilities in IBM DB2 UDB, allowing local users to gain elevated privileges via certain vectors during DB2 instance startup or execs on Linux, Solaris, and other non-Windows systems.",6.9,NVD,Operation,User Privileges,Ensure DB2 Fixpak updates are applied to prevent privilege escalation. Implement trusted execution paths and restrict executable permissions to minimize risks. Monitor DB2 instances for suspicious activity.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",
CVE-2007-5508,vector db,< 10.2.0,SQL Injection,SQL injection vulnerabilities in the Oracle Text component (CTX_DOC) in Oracle Database 10.1.0.5 and 10.2.0.3 allow remote authenticated users to execute arbitrary SQL commands via procedures like THEMES and TOKENS.,6.5,NVD,Operation,Database Query Manipulation,Apply Oracle patches and implement input validation in the Oracle Text component to mitigate SQL injection attacks.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",10.2.0
CVE-2007-5509,vector db,< 9.2.0,Unspecified Vulnerability,"Unspecified vulnerability in Oracle Database's Spatial component, affecting versions 9.2.0.8 and 9.2.0.8DV. Impact and attack vectors remain unknown.",6.5,NVD,Operation,Unknown,Apply Oracle security patches for the Spatial component. Limit access to critical database components and regularly audit user activities.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",9.2.0
CVE-2007-5512,vector db,< 10.2.0,Unspecified Vulnerability,"Unspecified vulnerability in Oracle Database Vault component of Oracle Database 9.2.0.8DV and 10.2.0.3, allowing remote attackers to exploit unknown vectors.",7.5,NVD,Operation,Unknown,Apply the latest Oracle patches for Database Vault. Ensure Database Vault configurations are securely managed and access to high-privilege functions is restricted.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SC-7 (Boundary Protection)",10.2.0
CVE-2007-6045,vector db,Unknown (Needs Research),Unspecified Vulnerabilities,"Unspecified vulnerability in IBM DB2 UDB 9.1's DB2WATCH and DB2FREEZE components, which could lead to high-impact outcomes.",10.0,NVD,Operation,Unknown,Apply IBM's Fixpak 4 for DB2 UDB. Ensure strict access controls to sensitive database utilities and continuously monitor for unauthorized changes or abnormal behavior.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",
CVE-2007-6048,vector db,Unknown (Needs Research),Improper Permissions,"IBM DB2 UDB 9.1 before Fixpak 4 sets incorrect ACL permissions on DB2NODES.CFG, potentially leading to unauthorized access or modifications.",10.0,NVD,Operation,Unknown,Apply IBM Fixpak 4 to correct ACL permissions. Review and correct access control lists for sensitive DB2 configuration files to prevent unauthorized changes.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",
CVE-2007-6052,vector db,Unknown (Needs Research),Divide-by-zero Denial of Service,"Improper vector aggregation in IBM DB2 UDB 9.1 leads to a divide-by-zero error, causing the DBMS to crash. This may be exploited to create a denial of service (DoS).",7.8,NVD,Operation,Unknown,Update DB2 UDB to the latest version. Implement input validation and monitoring to prevent malicious input from triggering divide-by-zero or similar vulnerabilities leading to a crash.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SI-4 (System Monitoring)",
CVE-2007-6525,vector db,Unknown (Needs Research),Scripting Vulnerability,"Unspecified vulnerability in eClient of IBM DB2 Content Manager (CM) Toolkit 8.3 before fix pack 7 for z/OS, potentially allowing for client-side scripting attacks.",10.0,NVD,Operation,Unknown,Apply the latest security patch for IBM DB2 Content Manager. Ensure proper input validation and output encoding to mitigate client-side scripting attacks.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",
CVE-2008-0339,vector db,< 10.2.0,Unspecified Vulnerability,"Unspecified vulnerability in the XML DB component of Oracle Database versions 9.2.0.8, 10.1.0.5, and 10.2.0.3, potentially leading to remote exploitation.",10.0,NVD,Operation,Unknown,Apply Oracle's security patches for XML DB. Secure access to XML DB by limiting privileges and performing regular audits.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",10.2.0
CVE-2008-0341,vector db,< 10.1.0,Unspecified Vulnerability,"Unspecified vulnerability in the Advanced Queuing component of Oracle Database, allowing remote attacks with unknown impact on versions 9.0.1.5 FIPS+ and 10.1.0.5.",10.0,NVD,Operation,Unknown,Apply Oracle's latest security patches for Advanced Queuing. Monitor queuing processes for suspicious activities and restrict access to the Advanced Queuing component.,"NIST SP 800-53 Rev. 5, SI-4 (System Monitoring)",10.1.0
CVE-2008-0342,vector db,< 10.2.0,Unspecified Vulnerability,"Unspecified vulnerability in the Upgrade/Downgrade component of Oracle Database, affecting versions 9.2.0.8, 10.1.0.5, and 10.2.0.3.",10.0,NVD,Operation,Unknown,"Apply Oracle's security patches. Review upgrade and downgrade procedures for security weaknesses, and ensure that only authorized users have access to perform these operations.","NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",10.2.0
CVE-2008-0343,vector db,< 10.1.0,Unspecified Vulnerability,"Unspecified vulnerability in the Oracle Spatial component of Oracle Database, affecting versions 9.0.1.5 FIPS+, 9.2.0.8, and 10.1.0.5, which could lead to remote exploitation.",10.0,NVD,Operation,Unknown,Update Oracle Database with the latest security patches for Oracle Spatial. Restrict access to the Spatial component and perform periodic security reviews of related services.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",10.1.0
CVE-2008-0344,vector db,< 10.2.0,Unspecified Vulnerability,"Unspecified vulnerability in the Oracle Spatial component of Oracle Database, affecting versions 10.1.0.5 and 10.2.0.3, allowing remote attackers to exploit vulnerabilities.",10.0,NVD,Operation,Unknown,Apply Oracle patches to resolve the vulnerability in the Oracle Spatial component. Enforce least privilege access to the Spatial component and regularly monitor for unusual activities.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",10.2.0
CVE-2008-0345,vector db,< 11.1.0,Unspecified Vulnerability,"Unspecified vulnerability in the Core RDBMS component of Oracle Database 11.1.0.6, potentially allowing for remote exploitation.",10.0,NVD,Operation,Unknown,Patch Oracle Database to the latest secure version. Implement input validation and monitoring of the Core RDBMS processes to prevent unauthorized access or data corruption.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",11.1.0
CVE-2008-0696,vector db,<8.2,Authorization Bypass,"IBM DB2 UDB before 8.2 Fixpak 16 improperly checks authorization for the ALTER TABLE statement, leading to unauthorized table modifications.",7.5,NVD,Operation,Unknown,Update IBM DB2 UDB to Fixpak 16. Restrict access to ALTER TABLE operations and regularly review access controls for critical database functions.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2008-0697,vector db,<8.2,Privilege Escalation,"Unspecified vulnerability in DB2PD in IBM DB2 UDB before 8.2 Fixpak 16, allowing local users to gain root privileges via unspecified attack vectors.",7.2,NVD,Operation,User Privileges,Apply IBM DB2 UDB Fixpak 16. Limit access to the DB2PD tool and monitor for attempts to escalate privileges.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",
CVE-2008-0698,vector db,<8.2,Buffer Overflow,"Buffer overflow in the DAS server of IBM DB2 UDB before 8.2 Fixpak 16, potentially leading to invalid memory access and possible remote code execution.",7.8,NVD,Operation,Unknown,Apply IBM DB2 UDB Fixpak 16 to fix the buffer overflow in the DAS server. Enable security features like ASLR and DEP to mitigate buffer overflow risks.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2008-0699,vector db,<8.2,Code Execution,"Unspecified vulnerability in the ADMIN_SP_C procedure of IBM DB2 UDB before Fixpak 16, allowing remote authenticated users to execute arbitrary code via unknown attack vectors.",9.0,NVD,Operation,Unknown,"Apply IBM DB2 UDB Fixpak 16. Ensure proper security measures are in place for executing stored procedures, including input validation and access controls.","NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-10 (Input Validation)",
CVE-2008-1681,vector db,<8.3,Privilege Escalation,"Unspecified vulnerability in IBM DB2 Content Manager before 8.3 Fixpak 8, related to the AllowedTrustedLogin privilege, potentially allowing unauthorized privilege escalation.",10.0,NVD,Operation,User Privileges,Update IBM DB2 Content Manager to the latest secure version. Limit the use of AllowedTrustedLogin privilege and apply the principle of least privilege.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2008-1813,vector db,< 10.2.0,Multiple Vulnerabilities,"Multiple vulnerabilities in Oracle Database 9.0.1.5 FIPS+, 9.2.0.8, and 10.2.0.3, including issues in SYS.DBMS_AQ, Core RDBMS, and Oracle Spatial components, potentially leading to SQL injection and privilege escalation.",6.5,NVD,Operation,Unknown,Apply Oracle's security patches to mitigate SQL injection and privilege escalation risks. Monitor critical database components like SYS.DBMS_AQ and Oracle Spatial.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-4 (System Monitoring)",10.2.0
CVE-2008-1818,vector db,< 11.1.0,Unspecified Vulnerability,"Vulnerability in the Authentication component of Oracle Database 11.1.0.6, allowing for remote attack vectors with potentially critical impact.",10.0,NVD,Operation,Unknown,Apply Oracle security patches. Implement strong authentication methods and monitor access to the authentication component to detect and prevent abuse.,"NIST SP 800-53 Rev. 5, IA-2 (Identification and Authentication)",11.1.0
CVE-2008-1819,vector db,< 10.2.0,Local Exploit,"Unspecified vulnerability in Oracle Net Services component of Oracle Database versions 9.2.0.8, 10.1.0.5, and 10.2.0.3, potentially allowing local privilege escalation.",7.2,NVD,Operation,Unknown,Apply Oracle patches to address the vulnerability. Limit access to Oracle Net Services and monitor for suspicious activity to prevent local privilege escalation.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",10.2.0
CVE-2008-3854,vector db,Unknown (Needs Research),Buffer Overflow,"Multiple stack-based buffer overflows in IBM DB2 involving XQuery statements and XML-related functions, potentially allowing denial of service (DoS).",7.8,NVD,Operation,Unknown,Apply IBM DB2 patches to fix the stack-based buffer overflow in XML functions. Monitor the usage of XML-related statements to prevent DoS attacks caused by malicious queries.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2008-4775,vector db,< 3.0.0,Cross-Site Scripting (XSS),"Cross-site scripting (XSS) vulnerability in phpMyAdmin 3.0.0, allowing attackers to inject arbitrary web script or HTML via the db parameter, when register_globals is enabled.",2.6,NVD,Operation,Unknown,Disable register_globals and upgrade to a patched version of phpMyAdmin. Use input sanitization and output encoding to prevent XSS attacks.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",3.0.0
CVE-2009-0578,vector db,< 0.7.0,Privilege Escalation,"GNOME NetworkManager before 0.7.0.99 does not verify privileges for dbus modify and delete requests, allowing local users to change or remove network connections of arbitrary users via unspecified vectors.",6.2,NVD,Operation,User Privileges,Apply patches to the affected GNOME NetworkManager. Enforce strict privilege checks and limit access to dbus requests to prevent unauthorized privilege escalation.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",0.7.0
CVE-2009-1231,vector db,< 8.4.1,Unspecified Vulnerability,Unspecified vulnerability in IBM DB2 Content Manager eClient before 8.4.1.1 allows attackers to exploit the system with unknown impacts and vectors.,10.0,NVD,Operation,Unknown,Apply the latest IBM DB2 Content Manager patches. Regularly review and monitor access control configurations to prevent unauthorized access to the system.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",8.4.1
CVE-2009-1000,vector db,Unknown (Needs Research),Default Passwords,"Oracle Applications Framework component uses default passwords for unspecified FND Applications Users, potentially leading to security risks such as unauthorized access.",7.5,NVD,Operation,Unknown,Change all default passwords immediately. Enforce strong password policies and monitor for the use of default or weak passwords to mitigate unauthorized access.,"NIST SP 800-53 Rev. 5, IA-5 (Authenticator Management)",
CVE-2009-0897,vector db,< 6.1.1,Information Disclosure,IBM WebSphere Partner Gateway (WPG) 6.1.0 before 6.1.0.1 and 6.1.1 before 6.1.1.1 allows attackers to obtain sensitive information related to the schema DB2 instance ID via bcgarchive (archiver script).,4.0,NVD,Operation,Unknown,Apply IBM WebSphere patches. Monitor and restrict access to sensitive files such as the DB2 instance ID to prevent unauthorized information disclosure.,"NIST SP 800-53 Rev. 5, SC-28 (Protection of Information at Rest)",6.1.1
CVE-2008-6820,vector db,Unknown (Needs Research),Privilege Escalation,"The db2fmp process in IBM DB2 8 before FP17, 9.1 before FP5, and 9.5 before FP2 runs with OS privileges, which could allow local privilege escalation through unknown vectors.",10.0,NVD,Operation,User Privileges,Apply IBM DB2 patches. Restrict process privileges and implement role-based access controls (RBAC) to prevent unnecessary privilege escalation.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2008-6821,vector db,Unknown (Needs Research),Buffer Overflow,"Buffer overflow in the DAS server in IBM DB2 8 before FP17, 9.1 before FP5, and 9.5 before FP2 might allow attackers to execute arbitrary code or cause a denial of service.",10.0,NVD,Operation,Unknown,Apply the latest IBM DB2 patches. Use memory protection mechanisms such as ASLR (Address Space Layout Randomization) and DEP (Data Execution Prevention) to prevent arbitrary code execution via buffer overflow.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2009-2858,vector db,Unknown (Needs Research),Denial of Service,Memory leak in the Security component of IBM DB2 8.1 before FP18 on Unix platforms allows attackers to consume memory and cause a denial of service via unspecified vectors.,5.0,NVD,Operation,Unknown,Apply IBM DB2 patches to fix memory leaks. Regularly monitor system resource usage and enforce memory limits to mitigate the risk of denial-of-service attacks.,"NIST SP 800-53 Rev. 5, SI-17 (Fail-Safe Response)",
CVE-2008-7130,vector db,< 2.2.4,Arbitrary File Upload,Unspecified vulnerability in DB2 Monitoring Console 2.2.4 and earlier allows remote attackers to upload arbitrary files via unknown vectors.,5.0,NVD,Operation,Unknown,Apply the latest patches for DB2 Monitoring Console. Use secure file upload mechanisms with proper input validation and access controls to prevent unauthorized file uploads.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",2.2.4
CVE-2009-3471,vector db,Unknown (Needs Research),Privilege Retention,"IBM DB2 8 before FP18, 9.1 before FP8, 9.5 before FP4, and 9.7 before FP2 do not drop certain table functions after loss of privileges, potentially leading to unauthorized access or execution.",7.5,NVD,Operation,Unknown,Apply IBM DB2 patches and regularly review and revoke unused privileges. Ensure that DB2 functions and procedures are correctly dropped after privilege revocation to prevent unauthorized access.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2009-3472,vector db,Unknown (Needs Research),Access Control Bypass,"IBM DB2 8 before FP18, 9.1 before FP8, and 9.5 before FP4 allow remote authenticated users to bypass access restrictions, enabling unauthorized updates, inserts, or deletions of table rows.",6.5,NVD,Operation,Unknown,Apply IBM DB2 patches to prevent access control bypass. Implement strict role-based access controls and regularly audit access permissions for sensitive database operations.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",
CVE-2009-3473,vector db,Unknown (Needs Research),Privilege Escalation,"IBM DB2 9.1 before FP8 does not require the SETSESSIONUSER privilege for the SET SESSION AUTHORIZATION statement, allowing remote attackers to escalate privileges.",10.0,NVD,Operation,User Privileges,Apply IBM DB2 patches to enforce privilege requirements. Limit access to privileged DB2 commands and monitor session activities for signs of privilege escalation attempts.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2009-4150,vector db,Unknown (Needs Research),Privilege Escalation,"dasauto in IBM DB2 8 before FP18, 9.1 before FP8, 9.5 before FP4, and 9.7 before FP1 allows unprivileged users to execute the function, potentially leading to privilege escalation.",4.6,NVD,Operation,User Privileges,Apply IBM DB2 patches. Restrict access to sensitive functions like dasauto to prevent privilege escalation by unauthorized users.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2009-4162,vector db,Unknown (Needs Research),Command Injection,Unspecified vulnerability in the DB Integration (wfqbe) extension for TYPO3 allows local users to execute arbitrary commands via unspecified vectors.,7.2,NVD,Operation,Unknown,Update TYPO3 DB Integration extension to mitigate the vulnerability. Implement strict input validation and output encoding to prevent arbitrary command execution.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",
CVE-2009-4327,vector db,Unknown (Needs Research),Denial of Service,"IBM DB2 9.5 before FP5 and 9.7 before FP1 does not properly validate the size of a memory pool during a creation attempt, allowing attackers to cause memory exhaustion via unspecified vectors.",5.0,NVD,Operation,Unknown,Apply the latest IBM DB2 fix packs. Monitor resource usage and enforce memory usage limits to prevent memory exhaustion.,"NIST SP 800-53 Rev. 5, SI-17 (Fail-Safe Response)",
CVE-2009-4330,vector db,Unknown (Needs Research),Unspecified Vulnerability,"Unspecified vulnerability in db2licm in the Engine Utilities component of IBM DB2 9.5 before FP5 has unknown impact, potentially allowing local attacks.",7.2,NVD,Operation,Unknown,Apply IBM DB2 patches. Restrict access to local utilities like db2licm to authorized users only.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2009-4331,vector db,Unknown (Needs Research),Improper File Permissions,Incorrect file permission and authorization settings in the High Availability scripts during IBM DB2 installation allow local privilege escalation in 9.5 before FP5 and 9.7 before FP1.,7.2,NVD,Operation,Unknown,Apply patches. Securely configure file permissions and review scripts for sensitive operations to prevent unauthorized access.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2009-4332,vector db,Unknown (Needs Research),Denial of Service,"db2pd in IBM DB2 9.1 before FP7 and 9.5 before FP5 allows attackers to cause denial of service via a NULL pointer dereference, leading to application termination.",5.0,NVD,Operation,Unknown,Update IBM DB2 to the latest fix packs. Implement input validation and error handling to prevent such application crashes.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2009-4333,vector db,Unknown (Needs Research),Information Disclosure,The Relational Data Services component in IBM DB2 9.5 before FP5 allows attackers to obtain the password argument from the SET ENCRYPTION PASSWORD statement via the GET SNAPSHOT FOR DYNAMIC SQL command.,7.5,NVD,Operation,Unknown,Apply IBM DB2 patches. Implement strong encryption mechanisms and avoid exposing sensitive data in logs or snapshots.,"NIST SP 800-53 Rev. 5, SC-28 (Protection of Information at Rest)",
CVE-2009-4335,vector db,Unknown (Needs Research),Remote Exploits,Unspecified vulnerabilities in stored procedures in the Spatial Extender component of IBM DB2 9.5 before FP5 allow remote exploits with unknown impacts.,10.0,NVD,Operation,Unknown,Apply the latest patches for IBM DB2 Spatial Extender. Review and secure stored procedures to prevent exploitation through remote execution.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",
CVE-2009-4438,vector db,Unknown (Needs Research),Privilege Bypass,"The Query Compiler, Rewrite, and Optimizer component in IBM DB2 9.1 before FP8, 9.5 before FP5, and 9.7 before FP1 does not enforce privilege requirements for accessing sequences or global-variable objects, allowing unauthorized access.",6.5,NVD,Operation,Unknown,Apply IBM DB2 patches to enforce privilege requirements. Regularly review and enforce access control policies for database objects such as sequences and global variables.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",
CVE-2005-4884,vector db,< 10.1.0,Unspecified Vulnerability,Unspecified vulnerability in Oracle OLAP component in Oracle Database 10.1.0.4 (10g) allows remote authenticated attackers to affect availability via unknown vectors.,6.8,NVD,Operation,Unknown,Apply the latest Oracle patches. Regularly review and monitor Oracle OLAP usage to detect any abnormal access patterns that could affect system availability.,"NIST SP 800-53 Rev. 5, SI-4 (System Monitoring)",10.1.0
,,Unknown (Needs Research),,,,,,Unknown,,,
CVE-2010-1026,vector db,< 2.1.0,SQL Injection,SQL injection vulnerability in the CleanDB - DBAL (tmsw_cleandb) extension 2.1.0 and earlier for TYPO3 allows remote attackers to execute arbitrary SQL commands.,7.5,NVD,Operation,Database Query Manipulation,Apply updates to the CleanDB extension. Implement input validation and use prepared statements in database queries to prevent SQL injection vulnerabilities.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",2.1.0
CVE-2010-1041,vector db,Unknown (Needs Research),Unspecified Vulnerability,Unspecified vulnerability in the single sign-on functionality in IBM DB2 Content Manager (CM) Toolkit 8.3 before FP13 has unknown impacts and vectors affecting remote attackers.,10.0,NVD,Operation,Unknown,Update to the latest version of IBM DB2 Content Manager. Implement strong authentication mechanisms for single sign-on (SSO) and monitor authentication logs for suspicious access attempts.,"NIST SP 800-53 Rev. 5, IA-2 (Identification and Authentication)",
CVE-2010-1124,vector db,< 5.3.9,Denial of Service,"IBM AIX 5.3 on bos.rte.libc 5.3.9.4 does not properly support reading a certain address field after a successful getaddrinfo call, allowing attackers to cause a denial of service, affecting IBM DB2.",7.8,NVD,Operation,Unknown,Apply AIX patches to fix the vulnerability in bos.rte.libc. Implement input validation and error handling to prevent application crashes caused by improper address field reads.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",5.3.9
CVE-2010-0851,vector db,< 10.2.0,Confidentiality Impact,"Unspecified vulnerability in the XML DB component of Oracle Database 9.2.0.8, 9.2.0.8DV, 10.1.0.5, and 10.2.0.3 allows remote authenticated users to affect confidentiality via unknown vectors.",4.0,NVD,Operation,Unknown,Apply Oracle patches to mitigate vulnerabilities in the XML DB component. Use encryption for sensitive XML data and monitor for unauthorized data access attempts.,"NIST SP 800-53 Rev. 5, SC-28 (Protection of Information at Rest)",10.2.0
CVE-2010-0852,vector db,< 10.2.0,Confidentiality and Integrity Impact,"Unspecified vulnerability in the XML DB component of Oracle Database 9.2.0.8, 9.2.0.8DV, 10.1.0.5, and 10.2.0.3 allows remote authenticated users to affect confidentiality and integrity via unknown vectors.",5.5,NVD,Operation,Unknown,Apply Oracle patches to address the issue. Encrypt sensitive data and monitor access to XML DB to detect potential unauthorized data modification or access.,"NIST SP 800-53 Rev. 5, SC-28 (Protection of Information at Rest)",10.2.0
CVE-2010-1560,vector db,Unknown (Needs Research),Buffer Overflow,Buffer overflow in the REPEAT function in IBM DB2 9.1 before FP9 allows remote authenticated users to cause a denial of service (trap) via unspecified vectors.,4.0,NVD,Operation,Unknown,Apply IBM DB2 updates to address the buffer overflow. Implement memory protection mechanisms and validate input lengths for functions like REPEAT to prevent overflows.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2010-3056,vector db,< 3.3.5,Cross-site Scripting (XSS),"Multiple XSS vulnerabilities in phpMyAdmin 2.11.x before 2.11.10.1 and 3.x before 3.3.5.1 allow remote attackers to inject arbitrary web scripts via various files such as db_search.php, db_sql.php, and others.",4.3,NVD,Testing,Unknown,Apply updates to phpMyAdmin. Implement proper input validation and sanitization on all input fields to prevent XSS.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",3.3.5
CVE-2010-3193,vector db,Unknown (Needs Research),Unspecified Vulnerability,"Unspecified vulnerability in IBM DB2 DB2STST program for versions 9.1 before FP9, 9.5 before FP6, and 9.7 before FP2 allows attackers to exploit unknown vectors.",10.0,NVD,Operation,Unknown,Update to the latest version of IBM DB2. Ensure access control and monitoring of critical DB2 components.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",
CVE-2010-3194,vector db,Unknown (Needs Research),Privilege Bypass,"The DB2DART program in IBM DB2 allows attackers to bypass file access restrictions and overwrite files owned by an instance owner in DB2 9.1 before FP9, 9.5 before FP6, and 9.7 before FP2.",7.5,NVD,Operation,Unknown,Apply the latest fix packs for IBM DB2. Enforce file access permissions and limit the execution of DB2 utilities to authorized users.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2010-3195,vector db,Unknown (Needs Research),Denial of Service,"Unspecified vulnerability in IBM DB2 on Windows Server 2008 allows attackers to cause a denial of service via ""special group and user enumeration"" in versions 9.1 before FP9, 9.5 before FP6, and 9.7 before FP2.",5.0,NVD,Operation,Unknown,Apply the latest DB2 patches. Implement input validation and restrict access to sensitive enumeration operations.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2010-3197,vector db,Unknown (Needs Research),Information Disclosure,"IBM DB2 9.7 before FP2 fails to enforce access control on monitor administrative views in the SYSIBMADM schema, allowing remote attackers to obtain sensitive information.",5.0,NVD,Operation,Unknown,Apply DB2 fix packs. Ensure proper access control policies are enforced for sensitive administrative views.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",
CVE-2011-0731,vector db,Unknown (Needs Research),Buffer Overflow,"Buffer overflow in the DB2 Administration Server (DAS) component in IBM DB2 for versions 9.1 before FP10, 9.5 before FP7, and 9.7 before FP3 allows remote attackers to execute arbitrary code.",7.5,NVD,Operation,Unknown,Update to the latest version of IBM DB2. Use buffer overflow protections such as stack canaries and memory-safe programming practices.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2010-4474,vector db,Unknown (Needs Research),Information Disclosure,"Unspecified vulnerability in the Java DB component of Oracle Java SE and Java for Business 6 Update 23 and earlier versions allows local users to affect confidentiality, similar to CVE-2009-4269.",2.1,NVD,Operation,Unknown,Apply Oracle Java updates. Implement strong access control policies to prevent unauthorized local access to sensitive information.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
